name,time,threads
late_parallel,15.5374,34.1445,2,1
late_parallel,8.18555,34.7613,4,2
late_parallel,5.76392,31.0146,5,3
late_parallel,4.4695,34.3401,7,4
late_parallel,3.73683,32.8885,8,5
late_parallel,3.17725,31.6633,9,6
late_parallel,2.79575,30.8968,10,7
late_parallel,2.501,30.4722,11,8
late_parallel,2.26795,30.3098,12,9
late_parallel,2.10601,30.3395,13,10
late_parallel,1.99199,30.8696,14,11
late_parallel,1.87571,31.1455,15,12
late_parallel,1.7757,31.5225,16,13
late_parallel,1.89564,32.0107,16,14
late_parallel,1.7297,32.1079,16,15
late_parallel,1.64014,31.547,17,16
late_parallel,1.615,30.3303,17,17
late_parallel,1.52967,30.6982,18,18
late_parallel,1.63336,31.531,19,19
late_parallel,1.37034,30.1005,20,20
late_serial,5.26543,33.6664,6,1
earley_serial,84.0041,84.0041,1,1
